"1","0","790","000003853","DPTAL.DE HUANCAVELICA","I-3","HOSPITAL","0","3","1","09","0901","090101","13","01","00","00"
"2","1","790","000003855","CALLQUI CHICO","I-1","PUESTO DE SALUD","0","1","1","09","0901","090101","13","01","01","01"
"3","1","790","000003856","SACSAMARCA","I-1","PUESTO DE SALUD","0","1","1","09","0901","090101","13","01","01","01"
"4","14","790","000003859","SANTA ANA","I-3","CENTRO DE SALUD","0","1","1","09","0901","090101","13","01","11","02"
"5","14","790","000003860","PUEBLO LIBRE","I-1","PUESTO DE SALUD","0","1","1","09","0901","090101","13","01","11","02"
"6","102","790","000003861","SAN CRISTOBAL","I-3","CENTRO DE SALUD","0","1","1","09","0901","090101","13","01","11","58"
"7","102","790","000003863","ANTACCOCHA","I-1","PUESTO DE SALUD","0","1","1","09","0901","090101","13","01","11","58"
"8","14","790","000011206","PAMPACHACRA","I-1","PUESTO DE SALUD","0","1","1","09","0901","090101","13","01","11","02"
"9","1","790","000011350","SAN GERONIMO","I-1","PUESTO DE SALUD","0","1","1","09","0901","090101","13","01","01","01"
"10","10","791","000003910","VINAS","I-3","CENTRO DE SALUD","0","1","1","09","0901","090102","13","01","06","09"
"11","10","791","000003911","SAN JOSE DE ACOBAMBILLA","I-1","PUESTO DE SALUD","0","1","1","09","0901","090102","13","01","06","09"
"12","10","791","000003912","ANCCAPA","I-1","PUESTO DE SALUD","0","1","1","09","0901","090102","13","01","06","09"
"13","10","791","000003913","SAN MIGUEL DE ACOBAMBILLA","I-1","PUESTO DE SALUD","0","1","1","09","0901","090102","13","01","06","09"
"14","10","791","000003914","SAN JOSE DE PUITUCO","I-1","PUESTO DE SALUD","0","1","1","09","0901","090102","13","01","01","01"
"15","1","791","000003915","TELAPACCHA","I-1","PUESTO DE SALUD","0","1","1","09","0901","090102","13","01","01","01"
"16","12","792","000003864","ACORIA","I-3","CENTRO DE SALUD","0","1","1","09","0901","090103","13","01","07","11"
"17","13","792","000003865","ANANCUSI","I-3","CENTRO DE SALUD","0","1","1","09","0901","090103","13","01","07","55"
"18","5","792","000003873","AYACCOCHA","I-3","CENTRO DE SALUD","0","1","1","09","0901","090103","13","01","03","05"
"19","5","792","000003874","ACHAPATA","I-1","PUESTO DE SALUD","0","1","1","09","0901","090103","13","01","03","05"
"20","12","792","000003866","ANTAYMISA","I-1","PUESTO DE SALUD","0","1","1","09","0901","090103","13","01","07","11"
"21","5","792","000003877","CCACCASIRI","I-1","PUESTO DE SALUD","0","1","1","09","0901","090103","13","01","03","05"
"22","12","792","000003872","CCARHUARANRA","I-1","PUESTO DE SALUD","0","1","1","09","0901","090103","13","01","07","11"
"23","8","792","000003895","CCOSNIPUQUIO","I-1","PUESTO DE SALUD","0","1","1","09","0901","090103","13","01","05","07"
"24","12","792","000003867","CHAYNAPAMPA","I-1","PUESTO DE SALUD","0","1","1","09","0901","090103","13","01","07","11"
"25","8","792","000003896","CHUPACA","I-2","PUESTO DE SALUD","0","1","1","09","0901","090103","13","01","05","07"
"26","12","792","000003871","CONCHAN","I-1","PUESTO DE SALUD","0","1","1","09","0901","090103","13","01","07","11"
"27","5","792","000003876","HUANASPAMPA","I-2","PUESTO DE SALUD","0","1","1","09","0901","090103","13","01","03","05"
"28","8","792","000011197","JOSE CARLOS MARIATEGUI","I-1","PUESTO DE SALUD","0","1","1","09","0901","090103","13","01","05","07"
"29","5","792","000011209","LAIMINA","I-1","PUESTO DE SALUD","0","1","1","09","0901","090103","13","01","03","05"
"30","12","792","000003870","LIRIO","I-1","PUESTO DE SALUD","0","1","1","09","0901","090103","13","01","07","11"
"31","12","792","000007341","LLAHUECC","I-1","PUESTO DE SALUD","0","1","1","09","0901","090103","13","01","07","11"
"32","5","792","000003875","LOS ANGELES DE CCARAHUASA","I-1","PUESTO DE SALUD","0","1","1","09","0901","090103","13","01","03","05"
"33","12","792","000003868","MOTOY","I-2","PUESTO DE SALUD","0","1","1","09","0901","090103","13","01","07","11"
"34","13","792","000003869","PALLALLA","I-2","PUESTO DE SALUD","0","1","1","09","0901","090103","13","01","07","55"
"35","5","792","000003878","PUCACCOCHA","I-1","PUESTO DE SALUD","0","1","1","09","0901","090103","13","01","03","05"
"36","5","792","000009466","QUIMINA","I-1","PUESTO DE SALUD","0","1","1","09","0901","090103","13","01","03","05"
"37","13","792","000009467","SAN ANTONIO (ANAYLLA)","I-1","PUESTO DE SALUD","0","1","1","09","0901","090103","13","01","07","55"
